자산 결합 강도 TXT 리포트
================================
생성 시각: 2025. 10. 30. 0시 18분 12초
데이터 기준일: 2025-10-28
윈도우: 30일 | 표시 범위: 180일 | 레짐 모드: FFL+EXP
※ 결합 강도는 시장이 얼마나 동조화되어 있는지를 알려주는 맥락 지표이며, 실제 Risk-On/Off 판단은 모멘텀·Guard·Safe-NEG가 결합된 레짐 점수가 담당합니다. 값이 높을수록 자금이 한 방향으로 쏠린 것이므로 Guard·히트맵을 함께 확인하세요.

[범위 요약]
- 표본 구간: 2025-02-11 ~ 2025-10-28 (180일)
- 사용자 선택: 시작 미지정 ~ 종료 미지정

[0. 산출 로직 및 근거]
- Stability Index = Σ w(i,j)·|corr(i,j)| ÷ Σ w(i,j), 대상 자산: IWM, SPY, TLT, GLD, BTC-USD, 주식-채권 쌍에 더 큰 가중을 적용합니다.
- 하위 지수: (a) 주식-암호화폐(+) = |corr(IWM/SPY, BTC)| 평균, (b) 전통자산(+) = |corr(IWM, SPY, TLT, GLD)| 평균, (c) Safe-NEG(-) = max(0, -corr(주식, TLT/GLD)) 평균.
- Classic Risk Score = 0.70·max(0, corr(IWM, BTC)) + 0.30·Safe-NEG. corr ≥ 0.50 또는 Score ≥ 0.65 → Risk-On, corr ≤ -0.05 또는 Score ≤ 0.30 → Risk-Off.
- Enhanced Mode = Classic Score + 10일 공동 모멘텀(IWM & BTC) + 5일 리스크 폭(IWM·SPY·BTC 상승비중) + Absorption/안정성 Guard. Guard ≥ 0.9 또는 Combo ≤ 0%면 On이 차단됩니다.
- FFL Mode = Classic 점수에 Safe↔Risk 플럭스(J_norm), Flux Intensity, FAR, Guard를 조합한 Classic+Flux 레짐입니다. 추가로 Fick의 제1법칙 관점에서 Diff(확산) = J_norm − 0.50·max(0, mmΔ) − 0.15·max(0, −ΔJ)와 시장 공통 모드 PC1 속도(v_PC1)를 함께 사용해, κ = |Diff| / (|Diff| + λ·|v_PC1|) 상대강도로 On/Off를 가중합니다. 동작: (1) On은 Diff ≥ 동적 문턱이며 κ와 PCON, v_PC1 양(+)을 만족(Strong-On은 1일 확인)하거나 RB_Flux ≥ 0.06 & Combo ≥ +0.10일 때 대안 경로로 통과합니다. (2) Off는 v_PC1 ≤ vOff 또는 Diff ≤ Off 문턱·κ 약세, 혹은 Absorption ≥ mmOff(Guard-only는 2~3일 확인)로 확정합니다.
- 기본 동작은 Classic이며 사용자가 명시적으로 변경한 경우에만 Enhanced/FFL이 적용됩니다.
- 히트맵과 Absorption Ratio는 30일 롤링 상관행렬·1차 고유값 비중으로 계산하며, 동일 데이터가 레짐 Guard에도 쓰입니다.
- 지수 추이 표는 신호 주지수(IWM)와 벤치마크(QQQ)의 종가/일간 수익률을 그대로 나열해 백테스트 결과를 재현할 수 있도록 합니다.

[1. 자산 결합 강도 (Stability Index)]
- 최신 Stability: 0.396 | Smoothed(EMA10): 0.372 | Delta(3-10): +0.027
- 180일 평균: 0.287 | 관측 범위: 2025-02-11 ~ 2025-10-28 (180일)
날짜	Stability	Smoothed	Delta(3-10)
2025-09-25	0.297	0.288	+0.007
2025-09-26	0.271	0.284	-0.002
2025-09-29	0.272	0.282	-0.005
2025-09-30	0.267	0.279	-0.007
2025-10-01	0.256	0.275	-0.011
2025-10-02	0.259	0.272	-0.011
2025-10-03	0.247	0.268	-0.013
2025-10-06	0.197	0.255	-0.029
2025-10-07	0.167	0.239	-0.042
2025-10-08	0.161	0.225	-0.046
2025-10-09	0.161	0.213	-0.043
2025-10-10	0.236	0.217	-0.014
2025-10-13	0.275	0.228	+0.011
2025-10-14	0.319	0.244	+0.035
2025-10-15	0.322	0.258	+0.042
2025-10-16	0.345	0.274	+0.048
2025-10-17	0.344	0.287	+0.047
2025-10-20	0.386	0.305	+0.055
2025-10-21	0.379	0.318	+0.051
2025-10-22	0.384	0.330	+0.046
2025-10-23	0.421	0.347	+0.052
2025-10-24	0.425	0.361	+0.051
2025-10-27	0.394	0.367	+0.036
2025-10-28	0.396	0.372	+0.027

[2. 하위 지수]
날짜	주식-암호화폐(+)	전통자산(+)	Safe-NEG(-)
2025-02-11	0.457	0.371	0.000
2025-02-12	0.411	0.342	0.000
2025-02-13	0.359	0.390	0.000
2025-02-14	0.361	0.378	0.000
2025-02-18	0.376	0.358	0.000
2025-02-19	0.358	0.393	0.000
2025-02-20	0.327	0.394	0.000
2025-02-21	0.322	0.340	0.000
2025-02-24	0.339	0.337	0.000
2025-02-25	0.369	0.347	0.000
2025-02-26	0.337	0.360	0.000
2025-02-27	0.279	0.392	0.000
2025-02-28	0.158	0.356	0.000
2025-03-03	0.050	0.312	0.000
2025-03-04	0.048	0.337	0.000
2025-03-05	0.028	0.293	0.000
2025-03-06	0.045	0.310	0.000
2025-03-07	0.053	0.321	0.000
2025-03-10	0.201	0.318	0.000
2025-03-11	0.164	0.315	0.000
2025-03-12	0.177	0.308	0.000
2025-03-13	0.203	0.264	0.000
2025-03-14	0.270	0.236	0.009
2025-03-17	0.269	0.236	0.006
2025-03-18	0.273	0.227	0.002
2025-03-19	0.373	0.223	0.000
2025-03-20	0.384	0.239	0.022
2025-03-21	0.384	0.235	0.020
2025-03-24	0.439	0.245	0.067
2025-03-25	0.434	0.227	0.064
2025-03-26	0.434	0.224	0.053
2025-03-27	0.445	0.234	0.064
2025-03-28	0.485	0.299	0.163
2025-03-31	0.472	0.269	0.141
2025-04-01	0.490	0.256	0.146
2025-04-02	0.443	0.256	0.146
2025-04-03	0.311	0.267	0.118
2025-04-04	0.225	0.366	0.140
2025-04-07	0.221	0.342	0.113
2025-04-08	0.245	0.332	0.088
2025-04-09	0.468	0.388	0.020
2025-04-10	0.497	0.322	0.000
2025-04-11	0.516	0.344	0.000
2025-04-14	0.542	0.349	0.000
2025-04-15	0.546	0.351	0.000
2025-04-16	0.535	0.335	0.000
2025-04-17	0.537	0.326	0.000
2025-04-21	0.525	0.299	0.000
2025-04-22	0.548	0.291	0.000
2025-04-23	0.568	0.278	0.000
2025-04-24	0.561	0.287	0.000
2025-04-25	0.556	0.305	0.000
2025-04-28	0.543	0.312	0.000
2025-04-29	0.541	0.312	0.000
2025-04-30	0.538	0.313	0.000
2025-05-01	0.536	0.295	0.000
2025-05-02	0.538	0.285	0.000
2025-05-05	0.537	0.283	0.000
2025-05-06	0.511	0.288	0.000
2025-05-07	0.511	0.288	0.000
2025-05-08	0.508	0.263	0.000
2025-05-09	0.508	0.262	0.000
2025-05-12	0.469	0.245	0.000
2025-05-13	0.476	0.244	0.000
2025-05-14	0.483	0.249	0.000
2025-05-15	0.514	0.255	0.000
2025-05-16	0.566	0.270	0.000
2025-05-19	0.621	0.357	0.053
2025-05-20	0.644	0.364	0.068
2025-05-21	0.574	0.366	0.071
2025-05-22	0.346	0.532	0.285
2025-05-23	0.189	0.436	0.278
2025-05-27	0.149	0.483	0.314
2025-05-28	0.168	0.475	0.306
2025-05-29	0.155	0.473	0.305
2025-05-30	0.169	0.488	0.283
2025-06-02	0.169	0.490	0.271
2025-06-03	0.258	0.416	0.242
2025-06-04	0.111	0.376	0.235
2025-06-05	0.141	0.355	0.216
2025-06-06	0.180	0.347	0.262
2025-06-09	0.166	0.352	0.262
2025-06-10	0.164	0.352	0.264
2025-06-11	0.186	0.351	0.265
2025-06-12	0.186	0.355	0.275
2025-06-13	0.169	0.365	0.278
2025-06-16	0.176	0.394	0.293
2025-06-17	0.183	0.369	0.282
2025-06-18	0.220	0.360	0.268
2025-06-20	0.232	0.364	0.269
2025-06-23	0.192	0.364	0.253
2025-06-24	0.197	0.371	0.260
2025-06-25	0.239	0.388	0.195
2025-06-26	0.218	0.397	0.197
2025-06-27	0.214	0.410	0.221
2025-06-30	0.213	0.415	0.231
2025-07-01	0.209	0.401	0.219
2025-07-02	0.248	0.385	0.210
2025-07-03	0.262	0.365	0.215
2025-07-07	0.452	0.314	0.206
2025-07-08	0.466	0.320	0.209
2025-07-09	0.451	0.317	0.186
2025-07-10	0.422	0.260	0.142
2025-07-11	0.367	0.273	0.161
2025-07-14	0.387	0.270	0.165
2025-07-15	0.408	0.280	0.153
2025-07-16	0.405	0.348	0.190
2025-07-17	0.425	0.344	0.180
2025-07-18	0.429	0.350	0.179
2025-07-21	0.419	0.362	0.187
2025-07-22	0.381	0.364	0.154
2025-07-23	0.375	0.372	0.178
2025-07-24	0.382	0.359	0.163
2025-07-25	0.359	0.355	0.161
2025-07-28	0.380	0.356	0.160
2025-07-29	0.418	0.287	0.122
2025-07-30	0.422	0.275	0.071
2025-07-31	0.399	0.323	0.085
2025-08-01	0.478	0.337	0.163
2025-08-04	0.484	0.325	0.132
2025-08-05	0.461	0.317	0.140
2025-08-06	0.463	0.305	0.123
2025-08-07	0.455	0.307	0.124
2025-08-08	0.465	0.307	0.135
2025-08-11	0.450	0.283	0.114
2025-08-12	0.454	0.287	0.140
2025-08-13	0.494	0.297	0.135
2025-08-14	0.475	0.310	0.129
2025-08-15	0.479	0.296	0.105
2025-08-18	0.455	0.300	0.124
2025-08-19	0.480	0.291	0.120
2025-08-20	0.448	0.303	0.151
2025-08-21	0.464	0.295	0.144
2025-08-22	0.600	0.288	0.065
2025-08-25	0.591	0.290	0.057
2025-08-26	0.587	0.281	0.069
2025-08-27	0.582	0.279	0.071
2025-08-28	0.579	0.276	0.062
2025-08-29	0.587	0.263	0.056
2025-09-02	0.522	0.230	0.063
2025-09-03	0.526	0.220	0.054
2025-09-04	0.531	0.230	0.043
2025-09-05	0.536	0.233	0.049
2025-09-08	0.539	0.241	0.041
2025-09-09	0.540	0.239	0.044
2025-09-10	0.532	0.260	0.044
2025-09-11	0.544	0.277	0.079
2025-09-12	0.522	0.275	0.071
2025-09-15	0.493	0.279	0.008
2025-09-16	0.464	0.276	0.016
2025-09-17	0.465	0.285	0.012
2025-09-18	0.459	0.258	0.010
2025-09-19	0.488	0.248	0.006
2025-09-22	0.471	0.247	0.000
2025-09-23	0.492	0.238	0.010
2025-09-24	0.455	0.287	0.000
2025-09-25	0.461	0.282	0.000
2025-09-26	0.454	0.260	0.000
2025-09-29	0.430	0.256	0.000
2025-09-30	0.429	0.250	0.000
2025-10-01	0.389	0.251	0.001
2025-10-02	0.405	0.253	0.001
2025-10-03	0.396	0.243	0.006
2025-10-06	0.295	0.200	0.042
2025-10-07	0.247	0.192	0.067
2025-10-08	0.253	0.178	0.042
2025-10-09	0.282	0.166	0.000
2025-10-10	0.558	0.217	0.116
2025-10-13	0.556	0.254	0.110
2025-10-14	0.585	0.321	0.147
2025-10-15	0.559	0.332	0.162
2025-10-16	0.602	0.349	0.199
2025-10-17	0.594	0.347	0.212
2025-10-20	0.625	0.385	0.214
2025-10-21	0.626	0.352	0.226
2025-10-22	0.631	0.354	0.225
2025-10-23	0.636	0.390	0.268
2025-10-24	0.647	0.392	0.278
2025-10-27	0.656	0.356	0.268
2025-10-28	0.668	0.355	0.267

[3. 리스크온 점수]
- 결합 강도, Safe-NEG(안전자산 역동), 모멘텀, 리스크 폭, Guard(흡수비·안정성) 등을 결합한 실제 행동 신호입니다. 결합 강도만으로 On/Off가 결정되지 않습니다.
날짜	상태	점수	Corr	Safe-NEG	J_norm	FINT	FAR	RB_Flux	ΔCorr-Z	Diff	mmΔ	APDF	PCON	v_PC1	κ(diff↔drift)	Guard	Absorption	Combo(Z)	Breadth
2025-02-11	Risk-Off	0.198	0.441	0.000	-0.992	0.689	1.976	0.000	N/A	-0.992	N/A	-0.933	0%	-0.112	90%	0.370	0.502	-33.3%	33%
2025-02-12	Risk-Off	0.236	0.383	0.000	-0.834	0.539	1.752	0.105	0.707	-0.834	-0.026	-0.845	6%	-0.451	65%	0.313	0.476	-40.9%	33%
2025-02-13	Risk-Off	0.214	0.338	0.000	-0.981	0.728	2.016	0.058	0.790	-1.009	0.011	-0.889	11%	-0.010	99%	0.253	0.487	-32.6%	33%
2025-02-14	Risk-Off	0.245	0.335	0.000	-0.990	0.662	2.046	0.014	-0.370	-0.991	-0.003	-0.718	0%	0.494	67%	0.170	0.484	-7.6%	33%
2025-02-18	Risk-Off	0.795	0.330	0.000	0.831	0.734	1.738	0.041	0.731	0.831	-0.006	0.923	62%	0.634	57%	0.182	0.478	+22.7%	67%
2025-02-19	Risk-Off	0.470	0.305	0.000	-0.198	0.512	0.405	-0.038	0.277	-0.357	0.010	0.431	28%	0.430	45%	0.112	0.488	+13.8%	33%
2025-02-20	Risk-Off	0.538	0.285	0.000	-0.183	0.852	0.375	-0.042	-0.417	-0.183	-0.000	-0.061	25%	-0.058	76%	0.082	0.488	+8.9%	67%
2025-02-21	Risk-Off	0.120	0.312	0.000	-1.000	1.345	2.184	-0.088	1.970	-1.122	-0.030	-0.999	0%	-0.621	64%	0.229	0.458	-57.1%	0%
2025-02-24	Risk-Off	0.110	0.322	0.000	-1.000	1.487	2.179	-0.036	-0.949	-1.000	0.001	-0.999	0%	-0.600	63%	0.158	0.459	-73.9%	0%
2025-02-25	Risk-Off	0.083	0.342	0.000	-1.000	1.137	2.127	0.010	1.092	-1.005	0.011	-0.999	0%	-0.874	53%	0.233	0.470	-94.1%	0%
2025-02-26	Risk-Off	0.092	0.306	0.000	-1.000	1.393	2.124	0.043	-0.683	-1.000	0.001	-1.000	0%	-0.841	54%	0.131	0.471	-94.8%	0%
2025-02-27	Risk-Off	0.090	0.244	0.000	-0.997	0.809	2.066	-0.003	0.475	-1.003	0.012	-0.998	0%	-0.897	53%	0.121	0.483	-98.3%	0%
2025-02-28	Risk-Off	0.090	0.129	0.000	-0.982	0.589	2.215	0.134	1.204	-0.982	-0.039	-0.996	0%	-0.935	51%	0.182	0.443	-96.6%	0%
2025-03-03	Risk-Off	0.074	0.016	0.000	-1.000	1.428	2.413	-0.098	0.955	-1.003	-0.029	-1.000	0%	-0.857	54%	0.271	0.414	-99.0%	0%
2025-03-04	Risk-Off	0.080	-0.053	0.000	-1.000	1.264	2.382	-0.002	0.311	-1.003	0.005	-1.000	0%	-0.827	55%	0.212	0.420	-98.6%	0%
2025-03-05	Risk-Off	0.079	-0.052	0.000	-1.000	1.317	2.491	-0.028	0.445	-1.000	-0.018	-1.000	0%	-0.889	53%	0.260	0.401	-95.2%	0%
2025-03-06	Risk-Off	0.085	-0.055	0.000	-1.000	1.192	2.434	-0.074	-0.847	-1.005	0.009	-1.000	0%	-0.899	53%	0.167	0.411	-98.2%	0%
2025-03-07	Risk-Off	0.091	-0.092	0.000	-0.999	0.909	2.410	0.008	-0.806	-1.000	0.004	-0.998	0%	-0.874	53%	0.123	0.414	-97.1%	0%
2025-03-10	Risk-Off	0.086	0.139	0.000	-0.993	0.709	2.242	-0.217	2.220	-1.007	0.029	-0.997	0%	-0.954	51%	0.174	0.443	-98.8%	0%
2025-03-11	Risk-Off	0.103	0.144	0.000	-0.992	0.693	2.311	0.053	-0.320	-0.992	-0.014	-0.997	0%	-0.881	53%	0.086	0.429	-90.5%	0%
2025-03-12	Risk-Off	0.171	0.153	0.000	-0.818	0.867	1.899	-0.026	-1.198	-0.819	0.002	-0.985	15%	-0.791	51%	0.053	0.431	-68.7%	0%
2025-03-13	Risk-Off	0.107	0.171	0.000	-0.999	0.955	2.363	-0.034	-0.226	-1.026	-0.008	-0.999	0%	-0.791	56%	0.090	0.423	-84.1%	0%
2025-03-14	Risk-Off	0.377	0.241	0.009	0.020	1.094	0.047	-0.107	0.128	0.016	0.010	-0.982	18%	-0.646	2%	0.118	0.432	-66.4%	0%
2025-03-17	Risk-Off	0.231	0.239	0.006	-0.628	0.848	1.450	-0.001	-1.260	-0.726	0.001	-0.957	19%	-0.476	60%	0.068	0.433	-55.4%	0%
2025-03-18	Risk-Off	0.132	0.243	0.002	-0.984	0.602	2.285	-0.006	-1.101	-1.037	-0.003	-0.986	0%	-0.625	62%	0.079	0.431	-64.3%	0%
2025-03-19	Risk-Off	0.136	0.363	0.000	-1.000	1.044	2.229	-0.144	0.100	-1.011	0.018	-0.990	0%	-0.638	61%	0.104	0.448	-53.7%	0%
2025-03-20	Risk-Off	0.153	0.382	0.022	-1.000	1.272	2.189	-0.025	-0.552	-1.004	0.009	-0.978	0%	-0.473	68%	0.077	0.457	-39.3%	0%
2025-03-21	Risk-Off	0.146	0.381	0.020	-0.999	0.998	2.189	-0.008	-1.077	-0.999	-0.000	-0.987	0%	-0.592	63%	0.057	0.457	-48.0%	0%
2025-03-24	Risk-Off	0.972	0.441	0.067	1.000	1.343	2.098	0.096	0.342	0.990	0.020	0.999	93%	0.927	52%	0.114	0.477	+83.4%	100%
2025-03-25	Risk-Off	0.971	0.436	0.064	0.999	1.044	2.119	-0.020	-0.885	0.999	-0.005	0.997	95%	0.903	53%	0.064	0.472	+77.2%	100%
2025-03-26	Risk-Off	0.950	0.434	0.053	0.998	0.956	2.124	0.005	-1.019	0.998	-0.002	0.986	95%	0.821	55%	0.059	0.470	+56.8%	100%
2025-03-27	Risk-Off	0.973	0.450	0.064	1.000	1.499	2.106	0.023	-0.883	0.998	0.005	0.999	94%	0.926	52%	0.064	0.475	+79.8%	100%
2025-03-28	Risk-Off	0.305	0.489	0.163	-0.687	0.299	1.355	-0.069	1.079	-0.956	0.032	-0.819	14%	-0.357	73%	0.143	0.507	-25.5%	33%
2025-03-31	Risk-Off	0.142	0.486	0.141	-0.996	0.767	1.985	0.049	-0.218	-1.042	-0.005	-0.986	0%	-0.701	60%	0.091	0.502	-50.3%	0%
2025-04-01	Risk-Off	0.260	0.504	0.146	-0.963	0.496	1.922	-0.002	-0.256	-0.963	-0.000	-0.771	0%	-0.319	75%	0.089	0.501	-6.6%	33%
2025-04-02	Risk-Off	0.148	0.443	0.146	-0.997	0.826	2.035	0.081	-0.691	-1.002	-0.011	-0.976	0%	-0.656	60%	0.071	0.490	-45.2%	0%
2025-04-03	Risk-Off	0.118	0.304	0.118	-0.999	0.972	2.130	0.068	1.183	-0.999	-0.021	-0.998	0%	-0.832	55%	0.146	0.469	-68.0%	0%
2025-04-04	Risk-Off	0.116	0.240	0.140	-1.000	1.325	2.088	0.092	2.061	-1.005	0.010	-1.000	0%	-0.872	54%	0.170	0.479	-67.0%	0%
2025-04-07	Risk-Off	0.086	0.242	0.113	-0.996	0.764	2.210	0.009	2.478	-0.996	-0.028	-0.998	0%	-0.929	52%	0.178	0.450	-97.0%	0%
2025-04-08	Risk-Off	0.105	0.274	0.088	-0.944	0.443	2.134	-0.014	0.051	-0.944	-0.008	-0.995	5%	-0.921	51%	0.102	0.442	-99.1%	0%
