자산 결합 강도 TXT 리포트
================================
생성 시각: 2025. 10. 29. 23시 4분 0초
데이터 기준일: 2025-10-28
윈도우: 30일 | 표시 범위: 맞춤 2188일 | 레짐 모드: FFL+EXP
※ 결합 강도는 시장이 얼마나 동조화되어 있는지를 알려주는 맥락 지표이며, 실제 Risk-On/Off 판단은 모멘텀·Guard·Safe-NEG가 결합된 레짐 점수가 담당합니다. 값이 높을수록 자금이 한 방향으로 쏠린 것이므로 Guard·히트맵을 함께 확인하세요.

[범위 요약]
- 표본 구간: 2017-02-15 ~ 2025-10-28 (2188일)
- 사용자 선택: 시작 미지정 ~ 2025-10-28

[0. 산출 로직 및 근거]
- Stability Index = Σ w(i,j)·|corr(i,j)| ÷ Σ w(i,j), 대상 자산: IWM, SPY, TLT, GLD, BTC-USD, 주식-채권 쌍에 더 큰 가중을 적용합니다.
- 하위 지수: (a) 주식-암호화폐(+) = |corr(IWM/SPY, BTC)| 평균, (b) 전통자산(+) = |corr(IWM, SPY, TLT, GLD)| 평균, (c) Safe-NEG(-) = max(0, -corr(주식, TLT/GLD)) 평균.
- Classic Risk Score = 0.70·max(0, corr(IWM, BTC)) + 0.30·Safe-NEG. corr ≥ 0.50 또는 Score ≥ 0.65 → Risk-On, corr ≤ -0.05 또는 Score ≤ 0.30 → Risk-Off.
- Enhanced Mode = Classic Score + 10일 공동 모멘텀(IWM & BTC) + 5일 리스크 폭(IWM·SPY·BTC 상승비중) + Absorption/안정성 Guard. Guard ≥ 0.9 또는 Combo ≤ 0%면 On이 차단됩니다.
- FFL Mode = Classic 점수에 Safe↔Risk 플럭스(J_norm), Flux Intensity, FAR, Guard를 조합한 Classic+Flux 레짐입니다. 추가로 Fick의 제1법칙 관점에서 Diff(확산) = J_norm − 0.50·max(0, mmΔ) − 0.15·max(0, −ΔJ)와 시장 공통 모드 PC1 속도(v_PC1)를 함께 사용해, κ = |Diff| / (|Diff| + λ·|v_PC1|) 상대강도로 On/Off를 가중합니다. 동작: (1) On은 Diff ≥ 동적 문턱이며 κ와 PCON, v_PC1 양(+)을 만족(Strong-On은 1일 확인)하거나 RB_Flux ≥ 0.06 & Combo ≥ +0.10일 때 대안 경로로 통과합니다. (2) Off는 v_PC1 ≤ vOff 또는 Diff ≤ Off 문턱·κ 약세, 혹은 Absorption ≥ mmOff(Guard-only는 2~3일 확인)로 확정합니다.
- 기본 동작은 Classic이며 사용자가 명시적으로 변경한 경우에만 Enhanced/FFL이 적용됩니다.
- 히트맵과 Absorption Ratio는 30일 롤링 상관행렬·1차 고유값 비중으로 계산하며, 동일 데이터가 레짐 Guard에도 쓰입니다.
- 지수 추이 표는 신호 주지수(IWM)와 벤치마크(QQQ)의 종가/일간 수익률을 그대로 나열해 백테스트 결과를 재현할 수 있도록 합니다.

[1. 자산 결합 강도 (Stability Index)]
- 최신 Stability: 0.396 | Smoothed(EMA10): 0.372 | Delta(3-10): +0.027
- 180일 평균: 0.287 | 관측 범위: 2017-02-15 ~ 2025-10-28 (맞춤 2188일)
날짜	Stability	Smoothed	Delta(3-10)
2017-06-07	0.351	0.405	-0.033
2017-06-08	0.361	0.397	-0.030
2017-06-09	0.356	0.389	-0.028
2017-06-12	0.351	0.382	-0.026
2017-06-13	0.342	0.375	-0.026
2017-06-14	0.343	0.369	-0.023
2017-06-15	0.360	0.367	-0.015
2017-06-16	0.368	0.367	-0.007
2017-06-19	0.382	0.370	+0.001
2017-06-20	0.386	0.373	+0.006
2017-06-21	0.392	0.376	+0.009
2017-06-22	0.388	0.379	+0.008
2017-06-23	0.389	0.380	+0.007
2017-06-26	0.382	0.381	+0.004
2017-06-27	0.331	0.372	-0.014
2017-06-28	0.334	0.365	-0.019
2017-06-29	0.170	0.329	-0.071
2017-06-30	0.177	0.302	-0.084
2017-07-03	0.175	0.279	-0.082
2017-07-05	0.171	0.259	-0.075
2017-07-06	0.170	0.243	-0.066
2017-07-07	0.181	0.232	-0.053
2017-07-10	0.181	0.222	-0.042
2017-07-11	0.185	0.216	-0.033
2017-07-12	0.192	0.211	-0.024
2017-07-13	0.189	0.207	-0.019
2017-07-14	0.181	0.203	-0.018
2017-07-17	0.176	0.198	-0.017
2017-07-18	0.187	0.196	-0.012
2017-07-19	0.172	0.191	-0.014
2017-07-20	0.161	0.186	-0.016
2017-07-21	0.160	0.181	-0.016
2017-07-24	0.162	0.178	-0.015
2017-07-25	0.168	0.176	-0.010
2017-07-26	0.175	0.176	-0.006
2017-07-27	0.198	0.180	+0.004
2017-07-28	0.215	0.186	+0.013
2017-07-31	0.215	0.191	+0.016
2017-08-01	0.207	0.194	+0.013
2017-08-02	0.217	0.198	+0.014
2017-08-03	0.210	0.200	+0.010
2017-08-04	0.215	0.203	+0.010
2017-08-07	0.215	0.205	+0.009
2017-08-08	0.223	0.209	+0.010
2017-08-09	0.231	0.213	+0.012
2017-08-10	0.249	0.219	+0.018
2017-08-11	0.287	0.231	+0.030
2017-08-14	0.332	0.250	+0.047
2017-08-15	0.312	0.261	+0.044
2017-08-16	0.308	0.270	+0.037
2017-08-17	0.384	0.290	+0.055
2017-08-18	0.364	0.304	+0.051
2017-08-21	0.364	0.315	+0.045
2017-08-22	0.386	0.328	+0.045
2017-08-23	0.414	0.344	+0.050
2017-08-24	0.414	0.356	+0.047
2017-08-25	0.422	0.368	+0.045
2017-08-28	0.397	0.374	+0.032
2017-08-29	0.402	0.379	+0.025
2017-08-30	0.409	0.384	+0.022
2017-08-31	0.386	0.385	+0.012
2017-09-01	0.378	0.383	+0.004
2017-09-05	0.436	0.393	+0.019
2017-09-06	0.466	0.406	+0.033
2017-09-07	0.462	0.416	+0.034
2017-09-08	0.461	0.425	+0.031
2017-09-11	0.487	0.436	+0.035
2017-09-12	0.484	0.445	+0.033
2017-09-13	0.482	0.451	+0.028
2017-09-14	0.489	0.458	+0.026
2017-09-15	0.497	0.465	+0.025
2017-09-18	0.508	0.473	+0.026
2017-09-19	0.510	0.480	+0.025
2017-09-20	0.512	0.486	+0.023
2017-09-21	0.495	0.487	+0.014
2017-09-22	0.480	0.486	+0.005
2017-09-25	0.475	0.484	-0.001
2017-09-26	0.428	0.474	-0.018
2017-09-27	0.490	0.477	-0.004
2017-09-28	0.495	0.480	+0.004
2017-09-29	0.502	0.484	+0.009
2017-10-02	0.509	0.488	+0.012
2017-10-03	0.505	0.491	+0.011
2017-10-04	0.503	0.494	+0.009
2017-10-05	0.498	0.494	+0.006
2017-10-06	0.505	0.496	+0.006
2017-10-09	0.500	0.497	+0.004
2017-10-10	0.510	0.499	+0.006
2017-10-11	0.514	0.502	+0.008
2017-10-12	0.505	0.502	+0.005
2017-10-13	0.548	0.511	+0.017
2017-10-16	0.547	0.517	+0.020
2017-10-17	0.455	0.506	-0.010
2017-10-18	0.448	0.496	-0.023
2017-10-19	0.443	0.486	-0.028
2017-10-20	0.455	0.480	-0.024
2017-10-23	0.427	0.471	-0.029
2017-10-24	0.425	0.462	-0.029
2017-10-25	0.397	0.450	-0.035
2017-10-26	0.378	0.437	-0.041
2017-10-27	0.316	0.415	-0.059
2017-10-30	0.341	0.402	-0.053
2017-10-31	0.341	0.391	-0.046
2017-11-01	0.346	0.382	-0.037
2017-11-02	0.362	0.379	-0.025
2017-11-03	0.365	0.376	-0.017
2017-11-06	0.331	0.368	-0.023
2017-11-07	0.331	0.361	-0.023
2017-11-08	0.285	0.347	-0.036
2017-11-09	0.264	0.332	-0.044
2017-11-10	0.259	0.319	-0.046
2017-11-13	0.257	0.308	-0.042
2017-11-14	0.265	0.300	-0.035
2017-11-15	0.293	0.299	-0.020
2017-11-16	0.280	0.295	-0.016
2017-11-17	0.266	0.290	-0.017
2017-11-20	0.262	0.285	-0.017
2017-11-21	0.248	0.278	-0.021
2017-11-22	0.252	0.273	-0.019
2017-11-24	0.249	0.269	-0.017
2017-11-27	0.239	0.264	-0.018
2017-11-28	0.226	0.257	-0.021
2017-11-29	0.233	0.252	-0.018
2017-11-30	0.237	0.250	-0.014
2017-12-01	0.256	0.251	-0.005
2017-12-04	0.242	0.249	-0.005
2017-12-05	0.234	0.246	-0.008
2017-12-06	0.233	0.244	-0.008
2017-12-07	0.256	0.246	-0.000
2017-12-08	0.258	0.248	+0.004
2017-12-11	0.282	0.254	+0.013
2017-12-12	0.258	0.255	+0.008
2017-12-13	0.249	0.254	+0.002
2017-12-14	0.251	0.254	+0.000
2017-12-15	0.240	0.251	-0.004
2017-12-18	0.257	0.252	-0.000
2017-12-19	0.233	0.249	-0.006
2017-12-20	0.226	0.245	-0.010
2017-12-21	0.220	0.240	-0.013
2017-12-22	0.225	0.237	-0.011
2017-12-26	0.228	0.236	-0.009
2017-12-27	0.227	0.234	-0.007
2017-12-28	0.221	0.232	-0.008
2017-12-29	0.220	0.230	-0.007
2018-01-02	0.194	0.223	-0.015
2018-01-03	0.172	0.214	-0.024
2018-01-04	0.180	0.208	-0.023
2018-01-05	0.198	0.206	-0.014
2018-01-08	0.191	0.203	-0.012
2018-01-09	0.190	0.201	-0.010
2018-01-10	0.203	0.201	-0.004
2018-01-11	0.182	0.198	-0.008
2018-01-12	0.184	0.195	-0.009
2018-01-16	0.219	0.199	+0.003
2018-01-17	0.186	0.197	-0.003
2018-01-18	0.173	0.193	-0.009
2018-01-19	0.167	0.188	-0.013
2018-01-22	0.167	0.184	-0.013
2018-01-23	0.154	0.179	-0.016
2018-01-24	0.144	0.172	-0.019
2018-01-25	0.134	0.165	-0.022
2018-01-26	0.138	0.160	-0.019
2018-01-29	0.141	0.157	-0.016
2018-01-30	0.197	0.164	+0.005
2018-01-31	0.170	0.165	+0.004
2018-02-01	0.173	0.167	+0.004
2018-02-02	0.244	0.181	+0.027
2018-02-05	0.255	0.194	+0.037
2018-02-06	0.247	0.204	+0.035
2018-02-07	0.248	0.212	+0.032
2018-02-08	0.215	0.212	+0.017
2018-02-09	0.229	0.215	+0.014
2018-02-12	0.225	0.217	+0.010
2018-02-13	0.225	0.218	+0.007
2018-02-14	0.256	0.225	+0.016
2018-02-15	0.256	0.231	+0.018
2018-02-16	0.247	0.234	+0.014
2018-02-20	0.238	0.235	+0.008
2018-02-21	0.239	0.235	+0.006
2018-02-22	0.241	0.236	+0.005
2018-02-23	0.217	0.233	-0.004
2018-02-26	0.228	0.232	-0.003
2018-02-27	0.235	0.233	-0.001
2018-02-28	0.237	0.233	+0.001
2018-03-01	0.249	0.236	+0.006
2018-03-02	0.260	0.241	+0.010
2018-03-05	0.257	0.243	+0.010
2018-03-06	0.262	0.247	+0.011
2018-03-07	0.252	0.248	+0.007
2018-03-08	0.263	0.250	+0.008
2018-03-09	0.278	0.255	+0.013
2018-03-12	0.275	0.259	+0.013
2018-03-13	0.278	0.262	+0.012
2018-03-14	0.290	0.267	+0.015
2018-03-15	0.292	0.272	+0.015
2018-03-16	0.312	0.279	+0.020
2018-03-19	0.308	0.284	+0.019
2018-03-20	0.227	0.274	-0.008
2018-03-21	0.215	0.263	-0.023
2018-03-22	0.260	0.263	-0.013
2018-03-23	0.269	0.264	-0.004
2018-03-26	0.256	0.262	-0.005
2018-03-27	0.299	0.269	+0.009
2018-03-28	0.301	0.275	+0.015
2018-03-29	0.267	0.273	+0.005
2018-04-02	0.250	0.269	-0.005
2018-04-03	0.255	0.267	-0.007
2018-04-04	0.249	0.263	-0.009
2018-04-05	0.284	0.267	+0.002
2018-04-06	0.298	0.273	+0.011
2018-04-09	0.328	0.283	+0.023
2018-04-10	0.326	0.291	+0.025
2018-04-11	0.335	0.299	+0.027
2018-04-12	0.355	0.309	+0.031
2018-04-13	0.360	0.318	+0.032
2018-04-16	0.365	0.327	+0.031
2018-04-17	0.359	0.333	+0.026
2018-04-18	0.356	0.337	+0.020
2018-04-19	0.344	0.338	+0.012
2018-04-20	0.344	0.339	+0.008
2018-04-23	0.338	0.339	+0.003
2018-04-24	0.336	0.338	+0.001
2018-04-25	0.322	0.335	-0.005
2018-04-26	0.303	0.330	-0.013
2018-04-27	0.304	0.325	-0.014
2018-04-30	0.299	0.320	-0.016
2018-05-01	0.305	0.317	-0.013
2018-05-02	0.302	0.315	-0.011
2018-05-03	0.313	0.314	-0.006
2018-05-04	0.302	0.312	-0.007
2018-05-07	0.287	0.307	-0.012
2018-05-08	0.287	0.304	-0.012
2018-05-09	0.297	0.302	-0.008
2018-05-10	0.302	0.302	-0.004
2018-05-11	0.303	0.302	-0.002
2018-05-14	0.260	0.295	-0.015
2018-05-15	0.192	0.276	-0.040
2018-05-16	0.186	0.260	-0.049
2018-05-17	0.173	0.244	-0.052
2018-05-18	0.225	0.240	-0.032
2018-05-21	0.227	0.238	-0.020
2018-05-22	0.217	0.234	-0.017
2018-05-23	0.237	0.235	-0.007
2018-05-24	0.263	0.240	+0.005
2018-05-25	0.272	0.246	+0.013
2018-05-29	0.207	0.239	-0.006
2018-05-30	0.206	0.233	-0.013
2018-05-31	0.203	0.227	-0.016
2018-06-01	0.215	0.225	-0.012
2018-06-04	0.224	0.225	-0.006
2018-06-05	0.224	0.225	-0.003
2018-06-06	0.250	0.229	+0.006
2018-06-07	0.253	0.234	+0.011
2018-06-08	0.280	0.242	+0.020
2018-06-11	0.278	0.249	+0.021
2018-06-12	0.257	0.250	+0.013
2018-06-13	0.244	0.249	+0.005
2018-06-14	0.250	0.249	+0.003
2018-06-15	0.260	0.251	+0.005
2018-06-18	0.253	0.252	+0.003
2018-06-19	0.257	0.252	+0.003
2018-06-20	0.257	0.253	+0.003
2018-06-21	0.260	0.255	+0.004
2018-06-22	0.263	0.256	+0.004
2018-06-25	0.263	0.257	+0.005
2018-06-26	0.269	0.260	+0.006
2018-06-27	0.292	0.265	+0.013
2018-06-28	0.287	0.269	+0.013
2018-06-29	0.280	0.271	+0.010
2018-07-02	0.271	0.271	+0.005
2018-07-03	0.269	0.271	+0.002
2018-07-05	0.274	0.272	+0.002
2018-07-06	0.270	0.271	+0.000
2018-07-09	0.277	0.272	+0.002
2018-07-10	0.276	0.273	+0.002
2018-07-11	0.303	0.278	+0.011
2018-07-12	0.285	0.280	+0.008
2018-07-13	0.298	0.283	+0.010
2018-07-16	0.283	0.283	+0.005
2018-07-17	0.270	0.281	-0.002
2018-07-18	0.275	0.280	-0.003
2018-07-19	0.249	0.274	-0.011
2018-07-20	0.226	0.265	-0.021
2018-07-23	0.215	0.256	-0.026
2018-07-24	0.186	0.243	-0.036
2018-07-25	0.203	0.236	-0.031
2018-07-26	0.202	0.230	-0.026
2018-07-27	0.221	0.228	-0.016
2018-07-30	0.224	0.228	-0.009
2018-07-31	0.228	0.228	-0.004
2018-08-01	0.210	0.224	-0.008
2018-08-02	0.201	0.220	-0.011
2018-08-03	0.187	0.214	-0.016
2018-08-06	0.187	0.209	-0.017
2018-08-07	0.171	0.202	-0.021
2018-08-08	0.172	0.197	-0.020
2018-08-09	0.139	0.186	-0.028
2018-08-10	0.142	0.178	-0.028
2018-08-13	0.164	0.176	-0.019
2018-08-14	0.177	0.176	-0.009
2018-08-15	0.226	0.185	+0.011
2018-08-16	0.234	0.194	+0.021
2018-08-17	0.236	0.202	+0.024
2018-08-20	0.216	0.204	+0.017
2018-08-21	0.225	0.208	+0.015
2018-08-22	0.197	0.206	+0.004
2018-08-23	0.195	0.204	-0.001
2018-08-24	0.191	0.202	-0.005
2018-08-27	0.203	0.202	-0.002
2018-08-28	0.206	0.203	+0.000
2018-08-29	0.205	0.203	+0.001
2018-08-30	0.219	0.206	+0.006
2018-08-31	0.256	0.215	+0.019
2018-09-04	0.248	0.221	+0.020
2018-09-05	0.240	0.224	+0.016
2018-09-06	0.238	0.227	+0.012
2018-09-07	0.233	0.228	+0.008
2018-09-10	0.238	0.230	+0.007
2018-09-11	0.257	0.235	+0.012
2018-09-12	0.269	0.241	+0.017
2018-09-13	0.272	0.247	+0.018
2018-09-14	0.287	0.254	+0.022
2018-09-17	0.280	0.259	+0.019
2018-09-18	0.319	0.270	+0.029
2018-09-19	0.308	0.277	+0.027
2018-09-20	0.290	0.279	+0.018
2018-09-21	0.303	0.283	+0.016
2018-09-24	0.270	0.281	+0.004
2018-09-25	0.264	0.278	-0.003
2018-09-26	0.286	0.280	+0.001
2018-09-27	0.239	0.272	-0.012
2018-09-28	0.249	0.268	-0.014
2018-10-01	0.221	0.259	-0.022
2018-10-02	0.226	0.253	-0.022
2018-10-03	0.222	0.247	-0.021
2018-10-04	0.189	0.237	-0.029
2018-10-05	0.184	0.227	-0.031
2018-10-08	0.187	0.220	-0.028
2018-10-09	0.193	0.215	-0.023
2018-10-10	0.191	0.211	-0.019
2018-10-11	0.353	0.236	+0.036
2018-10-12	0.360	0.259	+0.057
2018-10-15	0.342	0.274	+0.055
2018-10-16	0.305	0.280	+0.037
2018-10-17	0.317	0.287	+0.031
2018-10-18	0.315	0.292	+0.024
2018-10-19	0.316	0.296	+0.020
2018-10-22	0.321	0.301	+0.018
2018-10-23	0.324	0.305	+0.016
2018-10-24	0.349	0.313	+0.022
2018-10-25	0.352	0.320	+0.024
2018-10-26	0.355	0.326	+0.023
2018-10-29	0.346	0.330	+0.018
2018-10-30	0.345	0.333	+0.014
2018-10-31	0.353	0.336	+0.013
2018-11-01	0.330	0.335	+0.004
2018-11-02	0.326	0.334	-0.001
2018-11-05	0.323	0.332	-0.004
2018-11-06	0.329	0.331	-0.003
2018-11-07	0.329	0.331	-0.002
2018-11-08	0.328	0.330	-0.002
2018-11-09	0.314	0.327	-0.006
2018-11-12	0.314	0.325	-0.007
2018-11-13	0.310	0.322	-0.008
2018-11-14	0.306	0.319	-0.009
2018-11-15	0.314	0.318	-0.006
2018-11-16	0.321	0.319	-0.002
2018-11-19	0.324	0.320	+0.001
2018-11-20	0.335	0.323	+0.005
2018-11-21	0.362	0.330	+0.015
2018-11-23	0.289	0.323	-0.005
2018-11-26	0.250	0.309	-0.026
2018-11-27	0.258	0.300	-0.029
2018-11-28	0.311	0.302	-0.011
2018-11-29	0.315	0.304	-0.001
2018-11-30	0.315	0.306	+0.003
2018-12-03	0.315	0.308	+0.004
2018-12-04	0.320	0.310	+0.006
2018-12-06	0.320	0.312	+0.006
2018-12-07	0.318	0.313	+0.005
2018-12-10	0.306	0.312	+0.000
2018-12-11	0.304	0.310	-0.002
2018-12-12	0.311	0.310	-0.001
2018-12-13	0.295	0.308	-0.005
2018-12-14	0.301	0.306	-0.005
2018-12-17	0.270	0.300	-0.014
2018-12-18	0.302	0.300	-0.006
2018-12-19	0.301	0.300	-0.003
2018-12-20	0.285	0.297	-0.006
2018-12-21	0.278	0.294	-0.010
2018-12-24	0.284	0.292	-0.008
2018-12-26	0.351	0.303	+0.015
2018-12-27	0.360	0.313	+0.026
2018-12-28	0.355	0.321	+0.026
2018-12-31	0.361	0.328	+0.026
2019-01-02	0.353	0.333	+0.021
2019-01-03	0.375	0.340	+0.024
2019-01-04	0.433	0.357	+0.041
2019-01-07	0.442	0.372	+0.047
2019-01-08	0.449	0.386	+0.048
2019-01-09	0.446	0.397	+0.043
2019-01-10	0.441	0.405	+0.035
2019-01-11	0.447	0.413	+0.031
2019-01-14	0.468	0.423	+0.033
2019-01-15	0.474	0.432	+0.033
2019-01-16	0.473	0.439	+0.030
2019-01-17	0.494	0.449	+0.032
2019-01-18	0.473	0.454	+0.024
2019-01-22	0.487	0.460	+0.022
2019-01-23	0.492	0.466	+0.022
2019-01-24	0.490	0.470	+0.018
2019-01-25	0.462	0.469	+0.006
2019-01-28	0.459	0.467	+0.000
2019-01-29	0.469	0.467	+0.001
2019-01-30	0.478	0.469	+0.004
2019-01-31	0.437	0.463	-0.008
2019-02-01	0.428	0.457	-0.015
2019-02-04	0.451	0.456	-0.009
2019-02-05	0.438	0.453	-0.010
2019-02-06	0.483	0.458	+0.004
2019-02-07	0.443	0.455	-0.003
2019-02-08	0.420	0.449	-0.013
2019-02-11	0.433	0.446	-0.011
2019-02-12	0.428	0.443	-0.011
2019-02-13	0.441	0.443	-0.006
2019-02-14	0.446	0.443	-0.002
2019-02-15	0.381	0.432	-0.021
2019-02-19	0.299	0.408	-0.053
2019-02-20	0.292	0.387	-0.063
2019-02-21	0.257	0.363	-0.073
2019-02-22	0.249	0.343	-0.073
2019-02-25	0.245	0.325	-0.067
2019-02-26	0.249	0.311	-0.058
2019-02-27	0.263	0.302	-0.044
2019-02-28	0.263	0.295	-0.035
2019-03-01	0.256	0.288	-0.030
2019-03-04	0.273	0.285	-0.020
2019-03-05	0.275	0.283	-0.013
2019-03-06	0.265	0.280	-0.012
2019-03-07	0.278	0.280	-0.007
2019-03-08	0.279	0.280	-0.004
2019-03-11	0.262	0.276	-0.007
2019-03-12	0.262	0.274	-0.008
2019-03-13	0.262	0.272	-0.008
2019-03-14	0.247	0.267	-0.012
2019-03-15	0.272	0.268	-0.004
2019-03-18	0.279	0.270	+0.001
2019-03-19	0.271	0.270	+0.001
2019-03-20	0.278	0.272	+0.003
2019-03-21	0.259	0.269	-0.002
2019-03-22	0.313	0.277	+0.013
2019-03-25	0.305	0.282	+0.015
2019-03-26	0.309	0.287	+0.016
2019-03-27	0.302	0.290	+0.013
2019-03-28	0.298	0.291	+0.009
2019-03-29	0.300	0.293	+0.007
2019-04-01	0.337	0.301	+0.018
2019-04-02	0.323	0.305	+0.016
2019-04-03	0.319	0.308	+0.012
2019-04-04	0.334	0.312	+0.015
2019-04-05	0.345	0.318	+0.018
2019-04-08	0.349	0.324	+0.019
2019-04-09	0.351	0.329	+0.018
2019-04-10	0.356	0.334	+0.018
2019-04-11	0.357	0.338	+0.016
2019-04-12	0.339	0.338	+0.008
2019-04-15	0.332	0.337	+0.002
2019-04-16	0.330	0.336	-0.001
